Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
16-05-2018,20:49:00,3.0,59771.0,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,Medium,credit_card
25-05-2018,12:02:47,8.0,40408.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,132.5,13.3,Medium,credit_card
06-03-2018,15:00:09,8.0,17087.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,54.4,5.4,High,credit_card
09-11-2018,16:53:00,6.0,35865.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,120.5,12.0,Medium,credit_card
05-01-2018,21:10:56,2.0,45453.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Critical,credit_card
15-01-2018,11:34:39,5.0,41395.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Medium,e_wallet
16-02-2018,21:03:25,4.0,49142.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,132.5,13.3,High,credit_card
17-06-2018,21:09:40,10.0,44611.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,High,credit_card
12-05-2018,06:33:18,3.0,18001.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
08-08-2018,10:09:35,10.0,42152.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,16.9,1.7,Medium,money_order
12-02-2018,15:49:52,1.0,26494.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,137.1,13.7,High,credit_card
09-03-2018,20:27:01,10.0,25162.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,58.6,5.9,Medium,e_wallet
03-12-2018,10:06:23,7.0,37636.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,126.8,12.7,High,credit_card
09-02-2018,19:36:44,2.0,18207.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,30.0,3.0,Medium,credit_card
30-12-2018,20:18:43,5.0,41577.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,28.6,2.9,Critical,credit_card
07-12-2018,16:37:01,6.0,59216.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,120.0,12.0,High,credit_card
15-12-2018,21:50:14,1.0,37559.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,High,credit_card
06-10-2018,17:10:26,9.0,36853.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.1,13.5,1.4,High,debit_card
24-04-2018,10:21:50,5.0,51189.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,Critical,credit_card
01-11-2018,00:02:01,8.0,51330.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,104.8,10.5,High,credit_card
26-12-2018,08:23:01,9.0,16296.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,57.2,5.7,High,credit_card
18-09-2018,19:17:18,9.0,53507.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,118.3,11.8,High,money_order
18-10-2018,10:55:52,1.0,15794.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,23.0,2.3,Critical,credit_card
27-10-2018,22:36:13,3.0,24525.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,Medium,credit_card
05-03-2018,11:47:17,8.0,52588.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,145.0,14.5,High,money_order
03-06-2018,16:29:43,4.0,52575.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,High,money_order
30-11-2018,00:24:51,1.0,59480.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.1,10.8,1.1,Critical,credit_card
27-06-2018,23:02:15,5.0,17817.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,High,credit_card
29-11-2018,11:04:16,10.0,28824.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,144.1,14.4,High,credit_card
27-04-2018,09:22:59,7.0,19522.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,43.2,4.3,High,credit_card
13-10-2018,12:29:44,7.0,46013.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.3,88.8,8.9,Medium,credit_card
08-11-2018,14:58:28,6.0,37329.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,18.3,1.8,High,credit_card
20-09-2018,11:35:24,2.0,10846.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,23.8,2.4,Critical,credit_card
09-01-2018,11:34:21,5.0,25760.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,Medium,credit_card
20-05-2018,18:16:54,5.0,56859.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,Medium,money_order
07-01-2018,10:11:42,9.0,37025.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,Medium,credit_card
16-01-2018,17:27:35,5.0,59091.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,High,credit_card
27-01-2018,14:57:21,3.0,58403.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,141.8,14.2,High,credit_card
23-07-2018,21:16:53,9.0,25522.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,39.0,3.9,Medium,credit_card
30-01-2018,21:42:47,2.0,27038.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,99.4,9.9,High,credit_card
03-10-2018,08:39:18,3.0,59998.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,Medium,credit_card
11-09-2018,10:48:09,3.0,29872.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,30.9,3.1,Medium,credit_card
21-01-2018,22:17:06,1.0,56274.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,145.0,14.5,High,credit_card
06-08-2018,14:56:42,8.0,15777.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,24.0,2.4,Critical,credit_card
22-09-2018,14:36:43,4.0,32116.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.1,13.5,1.4,High,credit_card
11-06-2018,14:56:58,5.0,32163.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,15.8,1.6,High,credit_card
08-07-2018,20:31:56,10.0,22084.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.3,116.4,11.6,Medium,credit_card
20-07-2018,11:56:35,4.0,18242.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,46.0,4.6,High,credit_card
25-10-2018,11:08:17,4.0,49142.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.3,99.4,9.9,High,credit_card
07-11-2018,00:13:51,7.0,53723.0,Male,Web,Guest,Auto & Accessories,Car Body Covers,117.0,1.0,0.2,34.7,3.5,Critical,money_order
05-03-2018,15:00:56,7.0,34415.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,14.4,1.4,High,credit_card
14-09-2018,14:34:56,1.0,10538.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,145.0,14.5,High,credit_card
11-05-2018,12:27:18,4.0,56977.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,Medium,credit_card
04-07-2018,16:02:31,10.0,30906.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
27-09-2018,08:33:47,9.0,48527.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,High,credit_card
23-05-2018,10:24:06,9.0,40057.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,104.8,10.5,Medium,money_order
10-05-2018,09:12:16,10.0,18563.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.3,39.0,3.9,Medium,credit_card
19-09-2018,13:58:05,10.0,53866.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,Critical,credit_card
01-12-2018,20:50:51,4.0,33485.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,27.6,2.8,Medium,credit_card
11-05-2018,14:20:51,9.0,49287.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,33.3,3.3,Medium,money_order
16-11-2018,06:00:25,9.0,57587.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,167.5,16.8,Medium,credit_card
21-11-2018,10:38:28,1.0,39649.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,Critical,credit_card
26-02-2018,18:35:35,9.0,56677.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,Medium,credit_card
16-05-2018,18:59:44,5.0,50895.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,11.2,1.1,Critical,money_order
04-06-2018,11:43:51,8.0,40553.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,114.0,11.4,Critical,credit_card
26-08-2018,11:12:17,5.0,41965.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.3,32.0,3.2,High,credit_card
29-09-2018,23:40:45,7.0,30156.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,Medium,credit_card
15-04-2018,13:15:01,3.0,24793.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.2,25.3,2.5,High,credit_card
08-07-2018,11:00:36,7.0,57726.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,Critical,money_order
04-11-2018,19:48:47,7.0,41328.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,150.0,15.0,Critical,credit_card
05-02-2018,22:42:29,5.0,30988.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,Critical,money_order
05-11-2018,18:41:44,7.0,43324.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Medium,money_order
13-02-2018,17:04:49,10.0,26052.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,16.9,1.7,High,credit_card
15-04-2018,12:30:19,3.0,15307.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,146.4,14.6,Critical,e_wallet
23-09-2018,00:34:50,6.0,46097.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,54.4,5.4,High,e_wallet
20-12-2018,11:52:44,6.0,22826.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.2,109.9,11.0,High,credit_card
28-10-2018,02:01:20,9.0,29673.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Medium,credit_card
11-09-2018,16:01:04,3.0,56979.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,23.8,2.4,High,credit_card
30-12-2018,06:19:08,9.0,50947.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,147.5,14.8,High,credit_card
01-08-2018,14:45:43,5.0,42468.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,Medium,money_order
25-07-2018,09:23:57,10.0,10669.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,High,credit_card
08-10-2018,18:43:32,7.0,33562.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,Critical,money_order
08-11-2018,11:24:19,5.0,49998.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Medium,credit_card
19-09-2018,11:28:09,3.0,46774.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,43.2,4.3,High,credit_card
29-06-2018,11:24:25,3.0,57554.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,99.4,9.9,Medium,credit_card
16-08-2018,01:32:33,8.0,59437.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,27.6,2.8,Critical,money_order
27-01-2018,14:39:49,10.0,53203.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,33.3,3.3,High,credit_card
19-08-2018,16:04:42,4.0,34034.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,120.0,12.0,Medium,credit_card
15-12-2018,19:48:58,5.0,54521.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,High,money_order
02-09-2018,12:45:17,10.0,16660.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,Critical,credit_card
30-06-2018,14:33:07,4.0,33222.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,28.3,2.8,Medium,money_order
10-10-2018,20:08:36,3.0,39698.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,130.2,13.0,High,credit_card
13-10-2018,19:11:52,6.0,12789.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,57.2,5.7,Medium,credit_card
04-07-2018,20:50:40,6.0,17087.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,114.1,11.4,High,credit_card
07-06-2018,12:47:22,7.0,15625.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.2,27.6,2.8,Critical,credit_card
30-07-2018,21:54:34,1.0,37078.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,34.5,3.4,High,money_order
15-07-2018,12:41:12,8.0,26120.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,140.0,14.0,Critical,credit_card
19-08-2018,09:07:09,2.0,33206.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.2,18.0,1.8,Critical,credit_card
04-08-2018,20:09:10,2.0,16839.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,High,money_order
27-12-2018,23:53:33,7.0,52943.0,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,23.7,2.4,High,credit_card
11-05-2018,09:53:14,5.0,12351.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,144.1,14.4,Medium,credit_card
23-11-2018,00:13:49,1.0,57113.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,55.8,5.6,Medium,credit_card
04-08-2018,21:23:24,3.0,53995.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,114.1,11.4,High,credit_card
30-11-2018,09:05:03,7.0,36395.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,35.8,3.6,Critical,credit_card
23-01-2018,14:35:53,1.0,23684.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,14.4,1.4,Medium,credit_card
29-10-2018,15:27:05,3.0,57411.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,140.0,14.0,Medium,credit_card
23-11-2018,16:17:41,3.0,36048.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,High,credit_card
22-03-2018,16:44:28,3.0,43779.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Medium,credit_card
16-09-2018,01:22:47,9.0,58426.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,29.4,2.9,High,debit_card
07-07-2018,16:39:55,7.0,53961.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,141.8,14.2,High,credit_card
05-07-2018,11:41:36,8.0,19739.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,51.6,5.2,High,money_order
05-06-2018,14:22:02,6.0,51591.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.2,109.9,11.0,Medium,credit_card
04-10-2018,14:34:15,2.0,13707.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,High,money_order
26-04-2018,09:55:23,10.0,30434.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,23.8,2.4,Critical,credit_card
23-08-2018,17:41:54,2.0,17435.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,165.0,16.5,High,e_wallet
03-03-2018,11:51:39,10.0,44284.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,High,credit_card
25-01-2018,19:48:02,9.0,16508.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Medium,credit_card
04-08-2018,11:25:15,10.0,50887.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.1,28.3,2.8,High,credit_card
11-05-2018,17:14:26,6.0,44535.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,132.5,13.3,High,credit_card
27-11-2018,19:01:23,3.0,25198.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,39.0,3.9,Critical,credit_card
11-07-2018,12:17:53,4.0,10888.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,118.3,11.8,High,credit_card
14-09-2018,18:58:28,10.0,13134.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,31.2,3.1,High,credit_card
18-09-2018,23:10:40,2.0,26069.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,High,credit_card
01-06-2018,20:11:53,8.0,22499.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,High,money_order
09-08-2018,11:35:41,1.0,42515.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,Medium,credit_card
05-09-2018,23:26:03,4.0,48027.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,High,credit_card
01-05-2018,14:21:26,6.0,52787.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,29.4,2.9,Medium,money_order
14-07-2018,09:47:09,4.0,47758.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,144.1,14.4,Medium,credit_card
06-10-2018,10:03:27,1.0,11043.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,55.8,5.6,High,money_order
15-01-2018,15:28:52,3.0,21111.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,126.8,12.7,High,credit_card
17-07-2018,19:56:55,8.0,41059.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,26.5,2.6,High,credit_card
20-07-2018,10:36:22,2.0,55152.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,28.6,2.9,High,credit_card
05-09-2018,18:20:39,2.0,18258.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,High,money_order
03-07-2018,15:26:45,2.0,10088.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,High,credit_card
28-03-2018,11:27:49,8.0,28941.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,54.0,5.4,Medium,money_order
30-06-2018,13:33:56,9.0,13978.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,30.6,3.1,Medium,credit_card
26-05-2018,16:12:07,7.0,16498.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.1,139.5,13.9,Medium,money_order
15-05-2018,16:45:05,6.0,42480.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,46.0,4.6,Medium,e_wallet
13-08-2018,21:14:23,4.0,14149.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,High,money_order
25-09-2018,22:12:49,4.0,25918.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,27.6,2.8,Medium,money_order
12-05-2018,15:01:20,1.0,25384.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,28.6,2.9,High,credit_card
03-03-2018,16:06:11,5.0,51289.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,147.5,14.8,Medium,money_order
12-10-2018,16:38:43,6.0,26417.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.2,14.4,1.4,High,debit_card
02-05-2018,00:41:13,8.0,54016.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Critical,credit_card
19-02-2018,23:46:28,8.0,41309.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,20.3,2.0,Medium,credit_card
14-07-2018,14:34:28,4.0,56570.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Critical,credit_card
03-05-2018,22:54:35,5.0,37197.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,141.8,14.2,High,money_order
11-07-2018,22:17:40,5.0,10457.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,53.0,5.3,Medium,money_order
30-04-2018,13:31:08,4.0,33388.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,88.8,8.9,Medium,credit_card
27-10-2018,10:20:51,4.0,33847.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,13.6,1.4,Critical,credit_card
25-01-2018,13:39:20,2.0,50956.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,5.0,0.3,14.4,1.4,High,credit_card
19-07-2018,08:40:59,9.0,50649.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,107.5,10.8,Critical,credit_card
16-03-2018,20:06:22,8.0,25536.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,Medium,credit_card
07-06-2018,13:21:41,7.0,51890.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.1,54.0,5.4,High,credit_card
20-12-2018,10:44:52,9.0,59813.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,24.9,2.5,Critical,credit_card
28-07-2018,21:03:52,2.0,20371.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,146.4,14.6,Critical,credit_card
13-08-2018,15:23:18,8.0,13606.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,58.6,5.9,Critical,credit_card
01-04-2018,14:08:32,4.0,24449.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,122.6,12.3,Critical,money_order
30-07-2018,19:39:47,9.0,18599.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,High,money_order
08-08-2018,19:05:16,3.0,58393.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,High,credit_card
02-05-2018,15:56:29,10.0,30741.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,140.0,14.0,High,credit_card
30-07-2018,17:07:16,1.0,40384.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,High,credit_card
26-04-2018,21:48:38,1.0,28139.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.1,13.5,1.4,Critical,credit_card
13-06-2018,22:03:06,3.0,17906.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,23.7,2.4,High,credit_card
06-10-2018,21:33:06,10.0,44990.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,146.4,14.6,Medium,money_order
27-10-2018,21:46:21,8.0,54780.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,51.6,5.2,Critical,money_order
07-06-2018,11:53:56,7.0,59830.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,99.4,9.9,High,e_wallet
20-05-2018,18:36:34,10.0,36105.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,High,e_wallet
16-05-2018,12:32:35,7.0,24665.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,35.6,3.6,Medium,credit_card
24-04-2018,13:41:16,7.0,30908.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,160.0,16.0,High,credit_card
10-06-2018,13:42:25,2.0,23492.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,24.0,2.4,Medium,e_wallet
30-06-2018,17:46:03,7.0,12194.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,54.0,5.4,Critical,money_order
21-07-2018,13:16:37,9.0,11087.0,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,27.2,2.7,High,money_order
24-09-2018,09:31:55,9.0,21850.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,137.1,13.7,Medium,credit_card
15-05-2018,13:36:35,8.0,34941.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,53.0,5.3,High,credit_card
07-11-2018,10:11:54,3.0,53925.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,128.9,12.9,High,money_order
22-11-2018,10:38:51,6.0,51508.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.1,32.3,3.2,Critical,credit_card
26-09-2018,10:42:21,3.0,54365.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,High,credit_card
05-11-2018,11:51:46,6.0,25364.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,132.5,13.3,Critical,credit_card
24-04-2018,19:47:22,7.0,15266.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,72.0,7.2,High,money_order
13-01-2018,09:59:35,10.0,47117.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Medium,money_order
15-11-2018,19:12:35,1.0,37951.0,Male,Web,Guest,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,27.2,2.7,Critical,credit_card
